Origninal_ring,Replacement_ring,DateReplacement,Pit_tag,Gps_tag,GLS_tag,F_ring_additional,Remarks,In case of gps tagged birds remarks refers to month when gps tag was on bird
EE04345,,,,,,,,
EE04346,,,,,,,,
EE04347,,,,,,,,
EE04051,,,,,,,,
EE04052,,,,,,,,
EE04053,,,,,,,,
EE04054,,,,,,,,
EE04055,,,,,,,,
EE04061,,,,,,,,
EE04062,,,,,,,,
EE04063,,,,,,,,
EE04064,,,,,,,,
EE04065,,,,,,,,
EE04066,,,,,,,,
EE04348,,,,,,,,
EE04349,,,,,,,,
EE04350,,,,,,,,
FS00141,,,,,,,,
EE04067,,,,,,,,
EE04068,,,,,,,,
EE04069,,,,,,,,
EE04301,,,,,,,,
EE04302,,,,,,,,
EE04303,,,,,,,,
EE04304,,,,,,,,
EE04305,,,,,,,,
EE04306,,,,,,,,
EE04307,,,,,,,,
EE04308,,,,,,,,
EE04106,,,,,,,,
EE04107,,,,,,,,
EE04108,,,,,,,,
EE04109,,,,,,,,
EE04056,,,,,,,,
EE04057,,,,,,,,
EE04058,,,,,,,,
EE04059,,,,,,,,
EE04060,,,,,,,,
EE04101,,,,,,,,
EE04102,,,,,,,,
EE04103,,,,,,,,
EE04104,,,,,,,,
EE04110,,,,,,,,
EE04271,,,,,,,,
EE04272,,,,,,,,
EE04309,,,,,,,,
EE04310,,,,,,,,
EE04112,,,,,,,,
EE04113,,,,,,,,
EE04273,,,,,,,,
EE04274,,,,,,,,
EE04114,,,,,,,,
EE04115,,,,,,,,
EE04275,,,,,,,,
EE04276,,,,,,,,
EE04277,,,,,,,,
EE04278,,,,,,,,
EE04279,,,,,,,,
EE04280,,,,,,,,
EE04121,,,,,,,,
EE04122,,,,,,,,
EE04123,,,,,,,,
EE04117,,,,,,,,
EE04131,,,,,,,,
EE04132,,,,,,,,
EE04133,,,,,,,,
EE04134,,,,,,,,
EE04135,,,,,,,,
EE04136,,,,,,,,
EE04137,,,,,,,,
EE04138,,,,,,,,
EE04139,,,,,,,,
EE04140,,,,,,,,
EE04191,,,,,,,,
EE04129,,,,,,,,
EE04130,,,,,,,,
EE04118,,,,,,,,
EE04119,,,,,,,,
EE04120,,,,,,,,
EE04141,,,,,,,,
EE04142,,,,,,,,
EE04124,,,,,,,,
EE04125,,,,,,,,
EE04126,,,,,,,,
EE04127,,,,,,,,
EE04128,,,,,,,,
EE04143,,,,,,,,
EE04144,,,,,,,,
EE04147,,,,,,,,
EE04148,,,,,,,,
EE04149,,,,,,,,
EE04150,,,,,,,,
EE04146,,,,,,,,
EE04155,,,,,,,,
EE04200,,,,,,,,
EE04194,,,,,,,,
EE04195,,,,,,,,
EE04196,,,,,,,,
EE04197,,,,,,,,
EE04198,,,,,,,,
EE04199,,,,,,,,
EE04153,,,,,,,,
EE04154,,,,,,,,
EE04180,,,,,,,,
EE04071,,,,,,,,
EE04186,,,,,,,,
EE04187,,,,,,,,
EE04189,,,,,,,,
EE04161,,,,,,,,
EE06511,,,,,,,,
EE06512,,,,,,,,
EE06513,,,,,,,,
EE06514,,,,,,,,
EE06515,,,,,,,,
EE06516,,,,,,,,
EE06517,,,,,,,,
EE06518,,,,,,,,
EE06519,,,,,,,,
EE06520,,,,,,,,
EE06521,,,,,,,,
EE04163,,,,,,,,
EE04164,,,,,,,,
EE04165,,,,,,,,
FS01095,,,,,,,,
EE04166,,,,,,,,
EE04181,,,,,,,,
EE04192,,,,,,,,
EE04193,,,,,,,,
EE04171,,,,,,,,
EE04172,,,,,,,,
EE04173,,,,,,,,
EE04177,,,,,,,,
EE04178,,,,,,,,
EE04151,,,,,,,,
EE04152,,,,,,,,
EE04183,,,,,,,,
EE04156,,,,,,,,
EE04157,,,,,,,,
EE04158,,,,,,,,
EE04159,,,,,,,,
EE04160,,,,,,,,
EE04179,,,,,,,,
EE04072,,,,,,,,
EE04073,,,,,,,,
EE04074,,,,,,,,
EE04075,,,,,,,,
EE04076,,,,,,,,
EE04077,,,,,,,,
EE04167,,,,,,,,
EE04168,,,,,,,,
EE04169,,,,,,,,
EE04078,,,,,,,,
EE06561,,,,,,,,
EE06562,,,,,,,,
EE06563,,,,,,,,
EE06564,,,,,,,,
EE06565,,,,,,,,
EE06501,,,,,,,,
EE06502,,,,,,,,
EE06503,,,,,,,,
EE06527,,,,,,,,
EE06528,,,,,,,,
EE06529,,,,,,,,
EE06530,,,,,,,,
EE06522,,,,,,,,
EE06523,,,,,,,,
EE06524,,,,,,,,
EE06525,,,,,,,,
EE06526,,,,,,,,
EE04079,,,,,,,,
EE04080,,,,,,,,
EE06566,,,,,,,,
EE06567,,,,,,,,
EE06568,,,,,,,,
EE06570,,,,,,,,
EE06571,,,,,,,,
EE06572,,,,,,,,
EE06573,,,,,,,,
EE06574,,,,,,,,
EE06575,,,,,,,,
EE06576,,,,,,,,
EE06591,,,,,,,,
EE06592,,,,,,,,
EE06577,,,,,,,,
EE06578,,,,,,,,
EE06506,,,,,,,,
EE06507,,,,,,,,
EE06508,,,,,,,,
EE06509,,,,,,,,
EE06510,,,,,,,,
EE06541,,,,,,,,
EE06542,,,,,,,,
EE06543,,,,,,,,
EE06544,,,,,,,,
EE06545,,,,,,,,
EE06546,,,,,,,,
EE06547,,,,,,,,
EE06548,,,,,,,,
EE06549,,,,,,,,
EE04170,,,,,,,,
EE06579,,,,,,,,
EE06580,,,,,,,,
EE06504,,,,,,,,
EE06593,,,,,,,,
EE06594,,,,,,,,
EE06595,,,,,,,,
EE06596,,,,,,,,
EE06598,,,,,,,,
EE06601,,,,,,,,
EE06602,,,,,,,,
EE06603,,,,,,,,
EE06604,,,,,,,,
EE06550,,,,,,,,
EE06531,,,,,,,,
EE06532,,,,,,,,
EE06533,,,,,,,,
EE06534,,,,,,,,
EE06605,,,,,,,,
EE06606,,,,,,,,
EE06607,,,,,,,,
EE06608,,,,,,,,
EE06643,,,,,,,,
EE06644,,,,,,,,
EE06641,,,,,,,,
EE06642,,,,,,,,
EE06645,,,,,,,,
EE06582,,,,,,,,
EE06581,,,,,,,,
EE06646,,,,,,,,
EE03482,,,,,,,,
EE06505,,,,,,,,
